date,year,month,day,all,cv,res,all_f,all_m,all_0_14,all_15_64,all_65,tmean,tmax,tmin,rh,hol,infl,hw,pm10,no2,o3,dust
2001-07-28,2001,7,28,9,4,0,5,4,0,3,6,26.1,28.4,24.5,72.6,0,3.4,0,31.3,48.0,65.1,
2001-07-29,2001,7,29,18,8,2,10,8,0,4,14,25.9,29.6,22.9,70.4,0,3.4,0,32.7,,69.1,
2001-07-30,2001,7,30,13,4,2,6,7,1,2,10,26.8,30.0,23.0,64.0,0,3.4,0,43.5,,67.4,
2001-07-31,2001,7,31,17,2,4,10,7,0,2,15,27.9,34.1,23.8,58.9,0,3.4,0,,,,
2001-08-01,2001,8,1,20,5,4,8,12,0,3,17,28.9,34.7,24.5,55.9,0,3.4,1,52.3,78.0,73.3,
2001-08-02,2001,8,2,15,7,2,7,8,0,1,14,28.3,32.9,25.0,59.5,0,3.4,1,58.8,73.1,76.2,
2001-08-03,2001,8,3,15,7,2,10,5,0,3,12,27.9,30.4,26.0,74.9,0,3.4,0,68.3,49.9,74.6,
2001-08-04,2001,8,4,20,5,2,10,10,1,4,15,26.5,30.0,23.8,70.2,0,8.1,0,57.2,33.3,,
2001-08-05,2001,8,5,22,8,2,15,7,0,2,20,27.1,29.2,25.1,69.5,0,8.1,0,38.8,29.6,,
2001-08-06,2001,8,6,16,3,0,6,10,0,0,16,26.8,30.3,23.9,67.9,0,8.1,0,48.4,50.0,,
2001-08-07,2001,8,7,15,3,3,6,9,0,3,12,27.8,32.2,23.7,67.6,0,8.1,0,58.8,52.1,,
2001-08-08,2001,8,8,14,5,3,7,7,0,4,10,27.4,32.5,23.8,71.5,0,8.1,1,,45.5,,
2001-08-09,2001,8,9,13,2,1,4,9,0,4,9,27.0,30.2,24.9,75.0,0,8.1,0,48.8,41.4,49.6,
2001-08-10,2001,8,10,10,3,4,8,2,0,1,9,26.3,28.2,24.2,69.4,0,8.1,0,39.5,46.9,44.1,
2001-08-11,2001,8,11,20,8,2,9,11,0,2,18,26.4,30.2,23.9,72.1,0,3.1,0,39.4,38.6,41.4,
2001-08-12,2001,8,12,10,3,1,5,5,0,3,7,26.5,30.0,23.7,69.8,0,3.1,0,35.7,32.7,42.1,
2001-08-13,2001,8,13,16,6,1,10,6,0,3,13,25.8,29.3,23.2,72.5,0,3.1,0,39.6,49.2,,
2001-08-14,2001,8,14,12,4,1,9,3,0,2,10,26.9,32.0,24.2,70.9,0,3.1,0,35.8,42.9,,
2001-08-15,2001,8,15,12,3,1,6,6,0,3,9,26.3,28.9,23.9,71.7,1,3.1,0,39.6,31.5,,
2001-08-16,2001,8,16,18,1,3,9,9,0,2,16,26.9,30.3,24.4,69.0,0,3.1,0,44.5,42.3,,
2001-08-17,2001,8,17,14,5,1,7,7,0,2,12,25.5,30.1,22.6,67.6,0,3.1,0,38.8,46.6,50.8,
2001-08-18,2001,8,18,14,1,4,5,9,0,3,11,26.9,31.2,23.9,64.4,0,2.0,0,37.9,40.2,54.4,
2001-08-19,2001,8,19,7,6,0,5,2,0,1,6,26.2,30.5,22.5,68.6,0,2.0,0,,33.1,56.0,
2001-08-20,2001,8,20,18,9,1,7,11,0,7,11,26.8,32.2,22.9,63.5,0,2.0,0,,,,
2001-08-21,2001,8,21,16,6,1,6,10,0,0,16,27.1,30.8,24.4,71.1,0,2.0,0,,,,
2001-08-22,2001,8,22,20,8,1,11,9,0,6,14,27.3,31.5,24.7,73.6,0,2.0,0,,,,
2001-08-23,2001,8,23,7,1,1,3,4,0,1,6,27.5,31.6,24.9,73.7,0,2.0,0,,,,
2001-08-24,2001,8,24,15,4,3,6,9,0,5,10,27.7,32.7,24.8,68.0,0,2.0,0,36.9,42.2,51.8,
2001-08-25,2001,8,25,11,6,2,5,6,0,3,8,27.1,32.4,23.8,64.9,0,1.1,1,33.2,40.6,58.3,
2001-08-26,2001,8,26,12,3,5,5,7,0,1,11,27.1,31.7,23.9,65.2,0,1.1,0,30.0,35.8,58.5,
2001-08-27,2001,8,27,10,6,0,5,5,0,3,7,26.7,31.9,21.3,62.2,0,1.1,0,35.1,52.6,63.2,
2001-08-28,2001,8,28,15,5,2,4,11,0,2,13,26.6,32.2,22.6,61.5,0,1.1,0,42.5,59.2,67.0,
2001-08-29,2001,8,29,19,7,0,10,9,0,3,16,30.7,38.0,24.4,42.8,0,1.1,0,53.4,63.6,68.7,
2001-08-30,2001,8,30,11,3,0,5,6,0,2,9,27.7,31.5,24.1,46.4,0,1.1,0,47.0,66.2,74.1,
2001-08-31,2001,8,31,22,8,2,11,11,1,2,19,26.1,30.5,22.3,55.9,0,1.1,0,50.3,61.0,72.2,
2001-09-01,2001,9,1,4,2,0,2,2,0,1,3,25.0,26.5,24.2,59.2,0,6.1,0,25.9,43.3,79.2,
2001-09-02,2001,9,2,11,4,0,4,7,0,2,9,24.2,27.0,21.5,63.6,0,6.1,0,26.6,38.8,76.6,
2001-09-03,2001,9,3,15,4,1,9,6,0,1,14,25.5,29.6,22.7,63.0,0,6.1,0,41.7,59.5,74.2,
2001-09-04,2001,9,4,11,3,4,4,7,0,1,10,25.2,29.3,21.9,62.2,0,6.1,0,35.0,66.9,77.0,
2001-09-05,2001,9,5,16,9,2,9,7,0,1,15,24.4,26.7,22.9,67.3,0,6.1,0,35.5,55.7,66.9,
2001-09-06,2001,9,6,9,2,0,2,7,0,2,7,23.4,27.3,19.8,74.1,0,6.1,0,40.9,60.1,69.8,
2001-09-07,2001,9,7,15,3,4,6,9,1,3,11,22.5,27.0,19.2,66.6,0,6.1,0,39.6,81.4,63.4,
2001-09-08,2001,9,8,22,6,4,12,10,0,2,20,23.7,28.6,19.4,62.7,0,6.9,0,32.9,62.6,66.7,
2001-09-09,2001,9,9,13,4,0,4,9,0,2,11,24.1,29.9,20.4,67.0,0,6.9,0,30.4,52.2,73.2,
2001-09-10,2001,9,10,10,3,1,7,3,0,2,8,23.1,27.0,19.9,67.9,0,6.9,0,36.9,61.7,68.2,
2001-09-11,2001,9,11,17,5,2,9,8,0,3,14,23.0,27.4,19.8,64.8,0,6.9,0,40.3,61.3,71.1,
2001-09-12,2001,9,12,21,5,2,11,10,0,5,16,24.2,28.1,21.6,67.1,0,6.9,0,38.8,66.7,69.3,
2001-09-13,2001,9,13,17,4,2,13,4,0,2,15,24.5,28.9,21.8,72.4,0,6.9,0,55.8,71.6,73.3,
2001-09-14,2001,9,14,15,5,0,6,9,1,1,13,24.4,29.0,20.8,68.0,0,6.9,0,58.8,75.1,66.1,
2001-09-15,2001,9,15,14,5,1,8,6,0,2,12,24.0,25.8,22.7,63.7,0,19.0,0,29.2,47.3,64.8,
2001-09-16,2001,9,16,15,4,2,10,5,0,0,15,25.2,29.8,22.7,69.4,0,19.0,0,37.3,47.6,70.5,
2001-09-17,2001,9,17,14,3,1,9,5,0,1,13,23.0,26.8,19.6,58.4,0,19.0,0,35.2,64.1,62.3,
2001-09-18,2001,9,18,6,2,0,4,2,0,0,6,18.9,20.8,17.1,52.0,0,19.0,0,24.1,65.2,57.4,
2001-09-19,2001,9,19,15,3,0,8,7,0,4,11,19.7,22.1,17.8,77.4,0,19.0,0,30.1,64.9,55.2,
2001-09-20,2001,9,20,13,5,1,4,9,0,5,8,21.4,24.7,18.5,79.3,0,19.0,0,,73.6,56.1,
2001-09-21,2001,9,21,10,5,0,3,7,0,0,10,22.0,26.3,19.0,75.0,0,19.0,0,,79.0,52.6,
2001-09-22,2001,9,22,12,5,1,7,5,0,0,12,21.6,24.9,18.5,78.3,0,30.6,0,37.4,62.8,48.0,
2001-09-23,2001,9,23,11,4,2,3,8,0,2,9,21.6,25.7,18.3,61.0,0,30.6,0,18.4,52.6,53.0,
2001-09-24,2001,9,24,10,3,0,6,4,0,2,8,22.9,27.1,19.9,57.4,0,30.6,0,29.6,64.4,51.9,
2001-09-25,2001,9,25,19,3,2,12,7,0,6,13,21.2,27.6,16.1,57.0,0,30.6,0,36.9,89.1,50.5,
2001-09-26,2001,9,26,9,2,1,7,2,0,3,6,21.8,26.8,18.1,63.8,0,30.6,0,44.0,86.6,55.9,
2001-09-27,2001,9,27,15,6,2,9,6,0,2,13,21.6,26.3,17.9,65.7,0,30.6,0,37.7,83.4,57.3,
2001-09-28,2001,9,28,14,6,2,8,6,1,2,11,20.9,21.2,20.7,77.2,0,30.6,0,42.3,80.7,56.7,
2001-09-29,2001,9,29,12,3,2,5,7,0,3,9,22.1,27.1,18.4,74.2,0,47.6,0,32.2,64.5,51.5,
2001-09-30,2001,9,30,13,6,2,6,7,0,5,8,22.9,27.7,18.6,69.9,0,47.6,0,31.7,58.1,58.0,
2001-10-01,2001,10,1,16,5,3,9,7,0,1,15,22.3,26.1,19.2,69.8,0,47.6,0,39.8,80.5,56.1,
2001-10-02,2001,10,2,21,7,4,8,13,0,2,19,22.4,27.1,18.6,73.6,0,47.6,1,54.5,82.1,54.5,
2001-10-03,2001,10,3,13,4,1,6,7,0,4,9,23.0,28.1,18.5,72.5,0,47.6,1,61.4,82.4,53.5,
2001-10-04,2001,10,4,17,6,2,6,11,0,2,15,23.0,25.2,21.6,75.9,0,47.6,1,50.0,69.9,55.6,
2001-10-05,2001,10,5,17,7,4,6,11,0,4,13,23.1,27.7,19.2,69.6,0,47.6,1,78.6,91.6,45.5,
2001-10-06,2001,10,6,7,2,1,5,2,0,2,5,24.5,29.7,20.6,50.0,0,28.1,1,38.8,53.8,44.7,
2001-10-07,2001,10,7,13,4,1,7,6,0,4,9,23.4,27.1,20.1,43.8,0,28.1,1,25.6,44.6,48.3,
2001-10-08,2001,10,8,13,1,2,5,8,0,4,9,22.2,27.0,18.3,49.9,0,28.1,0,32.9,75.9,47.6,
2001-10-09,2001,10,9,11,5,1,8,3,0,2,9,18.7,25.0,15.2,68.7,1,28.1,0,30.3,56.2,49.2,
2001-10-10,2001,10,10,11,5,2,7,4,0,0,11,17.7,20.6,14.7,77.7,0,28.1,0,33.3,55.6,49.3,
2001-10-11,2001,10,11,11,6,1,4,7,0,3,8,21.3,23.9,19.3,77.0,0,28.1,0,34.2,55.8,55.7,
2001-10-12,2001,10,12,15,7,1,5,10,0,3,12,21.9,24.4,20.3,73.3,1,28.1,1,44.6,41.5,51.5,
2001-10-13,2001,10,13,10,2,0,3,7,0,2,8,21.6,26.4,16.8,72.5,0,45.1,0,30.2,68.9,53.4,
2001-10-14,2001,10,14,15,6,4,6,9,0,2,13,20.3,25.6,16.0,67.3,0,45.1,0,20.4,66.8,56.9,
2001-10-15,2001,10,15,13,5,3,6,7,0,3,10,20.6,26.3,16.5,67.2,0,45.1,0,43.3,90.8,46.4,
2001-10-16,2001,10,16,10,3,0,4,6,0,2,8,20.3,26.2,15.7,74.7,0,45.1,0,46.3,85.7,50.3,
2001-10-17,2001,10,17,16,6,2,11,5,0,1,15,20.0,24.2,17.0,75.7,0,45.1,0,51.0,87.4,43.2,
2001-10-18,2001,10,18,15,8,1,10,5,0,1,14,22.1,26.4,19.1,67.4,0,45.1,0,41.0,77.3,39.6,
2001-10-19,2001,10,19,18,5,4,9,9,0,4,14,20.0,24.7,16.5,77.4,0,45.1,0,45.7,82.6,40.4,
2001-10-20,2001,10,20,14,2,0,6,8,0,2,12,19.2,23.1,16.1,66.0,0,52.0,0,26.7,60.9,37.3,
2001-10-21,2001,10,21,13,6,2,3,10,0,1,12,20.1,23.5,17.5,55.0,0,52.0,0,17.8,49.7,45.1,
2001-10-22,2001,10,22,9,4,0,5,4,0,3,6,19.1,25.0,14.4,65.3,0,52.0,0,42.4,87.0,37.3,
2001-10-23,2001,10,23,10,3,1,4,6,0,2,8,20.8,28.6,15.6,59.7,0,52.0,0,40.5,71.8,43.0,
2001-10-24,2001,10,24,12,7,0,7,5,0,3,9,19.3,25.1,14.7,60.4,0,52.0,0,35.4,66.3,42.2,
2001-10-25,2001,10,25,14,4,1,5,9,0,2,12,18.6,23.6,14.4,71.1,0,52.0,0,46.8,72.4,41.7,
2001-10-26,2001,10,26,22,10,3,10,12,0,5,17,18.8,23.3,15.8,75.0,0,52.0,0,64.7,72.8,42.4,
2001-10-27,2001,10,27,14,7,2,9,5,0,1,13,18.6,23.9,14.6,75.9,0,38.0,0,45.5,55.6,43.0,
2001-10-28,2001,10,28,16,3,5,11,5,1,2,13,19.9,24.1,16.4,77.6,0,38.0,0,44.2,54.9,46.8,
2001-10-29,2001,10,29,17,5,2,8,9,0,7,10,19.6,25.6,14.7,77.6,0,38.0,0,63.1,74.1,42.8,
2001-10-30,2001,10,30,14,4,1,6,8,0,4,10,19.1,25.1,13.7,77.3,0,38.0,0,67.1,85.3,38.4,
2001-10-31,2001,10,31,9,1,0,8,1,0,1,8,19.1,25.2,14.5,77.8,0,38.0,0,56.5,68.2,38.2,
2001-11-01,2001,11,1,12,4,3,5,7,0,1,11,18.3,23.0,14.7,68.6,1,38.0,0,39.5,48.4,39.4,
2001-11-02,2001,11,2,17,3,3,9,8,0,3,14,15.8,20.7,11.9,58.0,0,38.0,0,30.5,55.1,36.1,
2001-11-03,2001,11,3,19,6,3,9,10,0,8,11,15.5,20.1,12.5,74.1,0,50.9,0,27.1,48.0,36.4,
2001-11-04,2001,11,4,4,0,1,2,2,1,1,2,16.8,21.2,14.1,67.5,0,50.9,0,25.7,58.7,39.4,
2001-11-05,2001,11,5,21,7,4,12,9,0,3,18,15.2,15.8,14.1,82.5,0,50.9,0,29.9,60.0,35.4,
2001-11-06,2001,11,6,15,4,3,7,8,1,2,12,14.4,15.7,13.0,82.9,0,50.9,0,41.9,62.6,32.3,
2001-11-07,2001,11,7,21,11,2,5,16,0,3,18,14.1,19.8,9.6,76.3,0,50.9,0,50.2,68.4,29.2,
2001-11-08,2001,11,8,12,4,1,7,5,0,3,9,14.8,21.5,10.1,65.9,0,50.9,0,55.0,69.7,31.7,
2001-11-09,2001,11,9,18,6,0,10,8,0,6,12,12.7,15.6,10.5,43.2,0,50.9,0,45.4,49.5,28.0,
2001-11-10,2001,11,10,19,6,3,8,11,0,5,14,8.2,10.9,4.7,34.3,0,70.7,0,20.7,43.8,30.6,
2001-11-11,2001,11,11,18,4,1,8,10,0,2,16,10.8,12.4,9.5,43.8,0,70.7,0,29.1,45.4,30.4,
2001-11-12,2001,11,12,19,11,0,6,13,0,3,16,13.9,20.4,8.7,42.3,0,70.7,0,41.5,67.6,30.8,
2001-11-13,2001,11,13,15,4,3,8,7,0,5,10,14.7,21.5,8.6,50.4,0,70.7,0,48.2,61.2,32.1,
2001-11-14,2001,11,14,22,14,1,7,15,0,7,15,10.2,13.5,6.8,51.6,0,70.7,0,43.2,41.0,38.5,
2001-11-15,2001,11,15,20,11,0,9,11,0,1,19,7.1,7.6,6.8,68.2,0,70.7,0,19.4,44.7,41.1,
2001-11-16,2001,11,16,16,8,1,8,8,1,2,13,8.0,11.4,4.1,84.3,0,70.7,0,31.1,71.3,43.5,
2001-11-17,2001,11,17,27,11,1,7,20,0,3,24,10.6,16.6,5.9,74.0,0,68.1,0,52.7,63.3,38.8,
2001-11-18,2001,11,18,18,4,2,7,11,0,3,15,11.6,18.0,6.6,62.3,0,68.1,0,31.2,51.5,39.2,
2001-11-19,2001,11,19,14,5,1,7,7,0,4,10,10.3,16.0,5.3,57.9,0,68.1,0,37.5,72.7,34.4,
2001-11-20,2001,11,20,18,7,2,11,7,0,3,15,10.0,16.1,5.5,62.6,0,68.1,0,45.7,79.6,31.1,
2001-11-21,2001,11,21,17,3,2,7,10,0,1,16,9.5,11.5,7.6,76.1,0,68.1,0,33.3,67.0,31.5,
2001-11-22,2001,11,22,20,11,1,12,8,0,3,17,10.0,13.0,8.3,70.2,0,68.1,0,40.1,71.2,27.6,
2001-11-23,2001,11,23,20,9,3,13,7,0,4,16,9.4,16.3,3.9,66.5,0,68.1,0,53.3,88.0,27.5,
2001-11-24,2001,11,24,22,8,3,13,9,0,4,18,10.8,17.2,6.2,65.8,0,78.3,0,39.2,60.5,25.7,
2001-11-25,2001,11,25,18,7,1,8,10,0,4,14,10.4,15.5,7.4,75.3,0,78.3,0,37.4,52.5,26.7,
2001-11-26,2001,11,26,18,8,3,10,8,1,2,15,9.7,15.5,4.7,69.0,0,78.3,0,49.5,71.1,22.2,
2001-11-27,2001,11,27,12,7,0,8,4,0,0,12,10.7,14.8,7.2,73.4,0,78.3,0,62.5,83.9,21.5,
2001-11-28,2001,11,28,17,6,4,7,10,0,5,12,9.0,15.2,3.4,53.9,0,78.3,0,56.3,86.0,19.5,
2001-11-29,2001,11,29,19,8,1,10,9,0,3,16,11.3,19.2,5.5,65.2,0,78.3,0,51.6,80.5,20.6,
2001-11-30,2001,11,30,14,6,1,6,8,0,1,13,12.1,19.4,6.4,63.8,0,78.3,0,50.1,79.4,18.1,
2001-12-01,2001,12,1,18,8,0,7,11,0,2,16,13.9,20.2,6.9,70.8,0,38.3,0,44.9,73.2,17.9,
2001-12-02,2001,12,2,20,8,3,11,9,0,3,17,11.2,17.5,6.9,77.1,0,38.3,0,35.3,56.5,20.3,
2001-12-03,2001,12,3,16,3,1,8,8,1,3,12,11.8,16.8,8.3,73.9,0,38.3,0,59.7,80.8,19.2,
2001-12-04,2001,12,4,24,13,2,13,11,0,4,20,10.5,17.6,4.8,75.9,0,38.3,0,63.7,85.2,18.0,
2001-12-05,2001,12,5,15,5,0,7,8,0,3,12,10.8,18.4,4.6,69.9,0,38.3,0,60.8,86.6,18.4,
2001-12-06,2001,12,6,20,2,3,8,12,0,3,17,10.6,19.7,4.2,67.1,1,38.3,0,44.2,67.8,18.5,
2001-12-07,2001,12,7,12,0,3,7,5,0,3,9,10.0,16.7,5.5,72.6,0,38.3,0,41.5,74.4,17.0,
2001-12-08,2001,12,8,17,8,1,10,7,0,6,11,10.5,14.5,7.1,79.9,1,61.9,0,30.4,52.4,17.6,
2001-12-09,2001,12,9,17,3,2,9,8,0,3,14,12.0,15.6,10.7,71.4,0,61.9,0,26.0,60.7,23.8,
2001-12-10,2001,12,10,22,11,4,12,10,0,5,17,8.8,10.1,8.1,78.6,0,61.9,0,24.9,65.4,25.3,
2001-12-11,2001,12,11,28,12,4,19,9,0,7,21,10.3,13.2,8.7,61.8,0,61.9,0,24.4,61.9,29.6,
2001-12-12,2001,12,12,25,8,6,8,17,0,2,23,7.4,11.1,4.5,67.3,0,61.9,0,53.6,77.9,27.6,
2001-12-13,2001,12,13,19,9,2,11,8,0,2,17,6.9,14.1,0.2,67.3,0,61.9,0,72.8,99.1,29.5,
2001-12-14,2001,12,14,13,5,2,5,8,1,4,8,7.7,13.3,3.6,64.9,0,61.9,0,52.7,72.4,28.1,
2001-12-15,2001,12,15,16,5,2,6,10,0,3,13,2.8,4.4,0.5,68.8,0,109.7,0,24.1,52.0,26.2,
2001-12-16,2001,12,16,17,5,2,10,7,0,5,12,4.8,11.2,-0.2,69.0,0,109.7,0,24.8,58.9,28.9,
2001-12-17,2001,12,17,21,7,2,13,8,2,7,12,4.9,11.4,0.3,71.4,0,109.7,0,35.0,70.7,23.7,
2001-12-18,2001,12,18,19,4,2,10,9,0,2,17,6.8,8.5,5.0,84.8,0,109.7,0,20.1,59.4,26.9,
2001-12-19,2001,12,19,26,9,5,14,12,0,3,23,8.5,10.4,7.3,78.5,0,109.7,0,17.4,66.7,27.5,
2001-12-20,2001,12,20,14,7,2,7,7,0,4,10,8.1,11.0,6.5,77.9,0,109.7,0,45.9,82.2,25.0,
2001-12-21,2001,12,21,22,11,2,11,11,0,3,19,6.2,12.6,0.5,77.8,0,109.7,0,50.6,86.6,24.5,
2001-12-22,2001,12,22,14,4,0,9,5,0,4,10,5.9,11.7,1.1,75.2,0,93.6,0,40.0,75.0,24.0,
2001-12-23,2001,12,23,22,7,0,12,10,0,7,15,4.7,5.7,4.0,85.5,0,93.6,0,25.4,55.3,22.1,
2001-12-24,2001,12,24,15,5,0,6,9,0,2,13,4.9,6.9,3.0,75.2,0,93.6,0,20.7,61.8,21.6,
2001-12-25,2001,12,25,18,9,2,9,9,0,3,15,5.8,10.3,3.1,66.9,1,93.6,0,19.8,53.7,20.9,
2001-12-26,2001,12,26,24,12,3,14,10,1,3,20,6.5,14.0,1.0,61.7,0,93.6,0,36.9,69.5,21.2,
2001-12-27,2001,12,27,20,10,3,8,12,1,3,16,6.9,13.0,1.5,59.8,0,93.6,0,45.8,80.7,20.1,
2001-12-28,2001,12,28,16,6,4,4,12,0,0,16,7.1,13.5,1.8,58.9,0,93.6,0,48.4,83.5,20.3,
2001-12-29,2001,12,29,31,15,2,12,19,1,2,28,9.9,18.4,0.7,42.3,0,54.9,0,47.0,68.7,20.4,
2001-12-30,2001,12,30,12,5,0,3,9,0,4,8,15.7,18.4,12.7,28.7,0,54.9,0,29.8,52.8,21.4,
2001-12-31,2001,12,31,20,4,2,11,9,0,4,16,15.2,17.3,13.2,65.0,0,54.9,0,27.7,48.6,28.5,
2002-01-01,2002,1,1,31,10,2,14,17,0,5,26,8.9,10.3,8.0,85.0,1,97.6,0,17.8,36.7,27.1,
2002-01-02,2002,1,2,29,7,3,14,15,0,3,26,8.5,8.8,7.9,89.4,0,97.6,0,21.7,65.1,27.8,
2002-01-03,2002,1,3,23,8,7,9,14,0,4,19,10.8,12.4,9.3,86.8,0,97.6,0,43.2,76.2,33.0,
2002-01-04,2002,1,4,17,8,3,9,8,0,2,15,9.6,10.9,8.5,88.1,0,97.6,0,19.8,51.2,27.7,
2002-01-05,2002,1,5,19,8,1,4,15,0,6,13,9.2,10.0,8.3,88.8,0,243.1,0,15.9,57.2,26.4,
2002-01-06,2002,1,6,26,7,7,15,11,0,4,22,9.7,11.3,8.8,87.2,1,243.1,0,20.5,69.3,28.8,
2002-01-07,2002,1,7,25,10,6,14,11,0,6,19,8.8,13.1,5.6,72.4,0,243.1,0,48.9,82.1,24.0,
2002-01-08,2002,1,8,21,10,4,10,11,0,0,21,9.4,14.1,6.3,78.5,0,243.1,0,26.0,69.9,27.3,
2002-01-09,2002,1,9,15,3,3,10,5,0,3,12,8.8,9.9,7.2,83.6,0,243.1,0,18.7,73.7,27.5,
2002-01-10,2002,1,10,19,8,3,8,11,0,1,18,9.6,13.1,6.3,76.2,0,243.1,0,39.6,90.2,26.2,
2002-01-11,2002,1,11,24,3,5,12,12,0,3,21,10.7,15.9,5.8,71.2,0,243.1,0,53.1,95.5,28.7,
2002-01-12,2002,1,12,21,8,5,12,9,0,2,19,8.1,13.8,3.0,78.9,0,378.1,0,45.2,79.2,25.0,
2002-01-13,2002,1,13,24,9,2,11,13,0,5,19,7.8,11.8,3.6,79.5,0,378.1,0,45.4,71.1,25.5,
2002-01-14,2002,1,14,17,8,4,12,5,0,2,15,12.6,17.7,9.4,60.9,0,378.1,0,51.6,100.1,20.7,
2002-01-15,2002,1,15,29,10,7,8,21,0,3,26,10.1,15.7,4.9,64.3,0,378.1,0,38.2,79.9,19.8,
2002-01-16,2002,1,16,16,4,2,4,12,0,2,14,11.3,16.5,7.4,48.1,0,378.1,0,44.1,88.9,21.1,
2002-01-17,2002,1,17,18,1,6,7,11,0,3,15,8.4,14.2,3.2,60.2,0,378.1,0,50.5,91.0,21.1,
2002-01-18,2002,1,18,18,5,4,8,10,0,1,17,9.0,15.5,3.8,71.3,0,378.1,0,50.6,91.4,20.9,
2002-01-19,2002,1,19,28,7,5,10,18,0,1,27,9.2,15.8,3.2,69.1,0,434.0,0,43.6,80.1,22.5,
2002-01-20,2002,1,20,24,9,5,12,12,0,1,23,10.0,16.6,4.1,71.9,0,434.0,0,29.9,65.1,21.2,
2002-01-21,2002,1,21,15,5,4,10,5,0,1,14,9.3,15.9,4.3,76.4,0,434.0,0,57.6,89.7,22.2,
2002-01-22,2002,1,22,16,4,6,6,10,0,0,16,12.7,16.1,8.3,47.7,1,434.0,0,45.2,52.7,23.3,
2002-01-23,2002,1,23,28,12,6,13,15,0,3,25,14.3,19.7,9.2,55.6,0,434.0,0,33.0,68.5,25.6,
2002-01-24,2002,1,24,26,6,6,13,13,0,5,21,13.9,18.3,10.5,43.4,0,434.0,0,50.4,56.1,27.1,
2002-01-25,2002,1,25,23,8,3,14,9,0,5,18,12.2,18.9,4.9,54.2,0,434.0,0,39.6,84.5,28.1,
2002-01-26,2002,1,26,25,7,5,8,17,1,5,19,14.0,20.6,9.5,58.2,0,560.3,0,24.1,67.5,26.7,
2002-01-27,2002,1,27,23,9,8,12,11,0,3,20,12.6,19.6,8.2,59.6,0,560.3,0,26.6,64.8,30.5,
2002-01-28,2002,1,28,23,7,7,12,11,0,2,21,11.3,19.2,5.7,61.9,0,560.3,0,45.8,91.3,26.0,
2002-01-29,2002,1,29,19,10,3,10,9,0,3,16,11.0,18.3,6.1,64.5,0,560.3,0,49.1,99.8,30.6,
2002-01-30,2002,1,30,25,7,7,15,10,0,5,20,9.1,13.5,5.0,76.9,0,560.3,0,61.8,98.4,23.0,
2002-01-31,2002,1,31,23,8,7,11,12,1,3,19,13.6,18.8,7.3,57.3,0,560.3,0,61.2,77.7,28.2,
2002-02-01,2002,2,1,20,5,0,11,9,1,1,18,12.2,19.2,6.2,60.9,0,560.3,0,40.3,92.6,25.7,
2002-02-02,2002,2,2,18,5,5,8,10,0,2,16,9.4,15.1,3.2,69.7,0,423.0,0,29.7,82.5,25.4,
2002-02-03,2002,2,3,20,5,3,6,14,0,8,12,11.8,16.4,8.8,72.3,0,423.0,0,29.7,73.2,29.8,
2002-02-04,2002,2,4,33,12,5,17,16,0,6,27,13.0,19.6,6.6,67.0,0,423.0,0,48.5,94.5,29.3,
2002-02-05,2002,2,5,31,10,5,18,13,0,3,28,14.3,19.9,9.2,60.8,0,423.0,0,54.1,63.7,32.0,
2002-02-06,2002,2,6,20,5,6,11,9,0,2,18,14.1,17.7,10.1,36.5,0,423.0,0,,52.1,31.8,
2002-02-07,2002,2,7,26,6,4,14,12,0,3,23,12.8,19.2,8.5,44.7,0,423.0,0,33.6,77.8,38.1,
2002-02-08,2002,2,8,23,5,4,11,12,0,6,17,10.2,18.0,3.6,57.2,0,423.0,0,44.0,104.8,36.4,
2002-02-09,2002,2,9,25,11,2,13,12,0,4,21,11.6,19.5,6.1,66.0,0,362.7,0,39.9,86.6,34.4,
2002-02-10,2002,2,10,22,12,5,14,8,0,1,21,12.9,21.1,7.4,65.9,0,362.7,0,36.5,74.8,39.3,
2002-02-11,2002,2,11,19,8,2,4,15,0,2,17,11.2,16.8,6.1,77.8,0,362.7,0,39.3,82.2,36.8,
2002-02-12,2002,2,12,25,8,4,13,12,0,7,18,10.3,16.3,4.9,81.5,0,362.7,0,68.0,93.5,32.7,
2002-02-13,2002,2,13,18,6,3,12,6,0,2,16,11.5,19.7,6.4,73.9,0,362.7,0,61.9,92.1,35.8,
2002-02-14,2002,2,14,23,8,5,11,12,0,5,18,12.1,18.2,7.1,59.6,0,362.7,0,52.9,82.5,36.8,
2002-02-15,2002,2,15,17,7,6,13,4,0,2,15,10.8,15.8,7.1,44.0,0,362.7,0,28.0,82.6,32.8,
2002-02-16,2002,2,16,11,4,4,5,6,0,3,8,8.8,9.4,8.1,76.9,0,299.3,0,23.5,66.8,31.8,
2002-02-17,2002,2,17,19,6,3,12,7,0,3,16,9.5,13.2,6.7,65.3,0,299.3,0,20.0,58.8,33.7,
2002-02-18,2002,2,18,27,12,7,15,12,0,3,24,9.0,14.3,3.8,60.0,0,299.3,0,32.7,83.1,34.1,
2002-02-19,2002,2,19,26,8,3,16,10,0,6,20,9.0,15.0,3.8,57.6,0,299.3,0,32.9,88.2,31.1,
2002-02-20,2002,2,20,39,17,8,22,17,0,4,35,11.4,18.8,3.3,44.4,0,299.3,0,41.4,74.0,33.2,
2002-02-21,2002,2,21,25,10,3,16,9,0,3,22,15.3,18.1,12.2,32.8,0,299.3,0,55.8,58.0,35.6,
