date,year,month,day,all,cv,res,all_f,all_m,all_0_14,all_15_64,all_65,tmean,tmax,tmin,rh,hol,infl,hw,pm10,no2,o3,dust
2002-09-07,2002,9,7,14,4,3,3,11,0,2,12,25.0,28.8,21.3,65.9,0,8.3,0,28.4,60.1,71.6,
2002-09-08,2002,9,8,12,3,2,9,3,0,2,10,24.9,30.7,20.6,64.9,0,8.3,0,27.8,60.4,67.7,
2002-09-09,2002,9,9,14,3,1,8,6,0,0,14,25.9,30.7,21.2,46.6,0,8.3,0,35.5,77.4,62.9,
2002-09-10,2002,9,10,15,5,2,5,10,0,3,12,23.9,28.4,19.6,64.2,0,8.3,0,31.6,69.8,60.0,
2002-09-11,2002,9,11,15,6,2,9,6,0,5,10,24.0,28.4,20.6,72.5,0,8.3,0,36.2,70.7,58.2,
2002-09-12,2002,9,12,15,6,2,6,9,0,1,14,24.7,30.3,20.7,71.4,0,8.3,0,32.1,66.4,58.2,
2002-09-13,2002,9,13,12,4,1,5,7,0,2,10,24.0,26.7,22.7,69.8,0,8.3,0,29.7,63.4,54.3,
2002-09-14,2002,9,14,11,4,2,5,6,0,1,10,22.0,22.4,21.4,72.1,0,17.6,0,19.4,53.8,58.3,
2002-09-15,2002,9,15,17,5,2,8,9,0,2,15,23.2,26.4,20.4,73.5,0,17.6,0,27.2,63.8,63.7,
2002-09-16,2002,9,16,17,3,1,7,10,0,3,14,23.2,27.1,21.5,79.1,0,17.6,0,40.1,93.5,55.4,
2002-09-17,2002,9,17,15,2,0,8,7,0,2,13,22.4,25.9,20.8,81.4,0,17.6,0,48.1,93.3,54.6,
2002-09-18,2002,9,18,17,6,1,7,10,0,4,13,23.4,27.8,20.4,74.6,0,17.6,0,40.1,78.9,55.0,
2002-09-19,2002,9,19,17,7,0,9,8,0,2,15,24.3,29.0,21.6,72.8,0,17.6,0,39.0,77.4,52.3,
2002-09-20,2002,9,20,8,3,0,2,6,0,2,6,24.2,28.3,21.3,73.4,0,17.6,0,42.9,87.5,52.0,
2002-09-21,2002,9,21,17,7,1,9,8,0,5,12,24.5,28.8,19.5,60.5,0,14.6,0,19.1,73.0,41.8,
2002-09-22,2002,9,22,15,7,2,7,8,0,4,11,25.2,30.6,20.9,47.9,0,14.6,0,15.2,52.7,50.7,
2002-09-23,2002,9,23,30,7,3,12,18,0,10,20,23.7,28.6,20.9,53.1,0,14.6,0,26.9,68.1,42.6,
2002-09-24,2002,9,24,11,5,2,7,4,0,1,10,18.8,23.0,13.4,43.0,0,14.6,0,25.1,81.6,45.0,
2002-09-25,2002,9,25,18,9,0,8,10,0,2,16,17.9,22.4,13.1,57.3,0,14.6,0,29.3,97.9,50.8,
2002-09-26,2002,9,26,12,7,1,4,8,1,5,6,21.1,25.8,18.0,63.7,0,14.6,0,30.8,81.3,54.1,
2002-09-27,2002,9,27,14,4,1,10,4,0,1,13,20.0,24.6,16.0,62.7,0,14.6,0,29.6,81.6,54.1,
2002-09-28,2002,9,28,16,4,4,3,13,0,4,12,19.6,26.1,14.6,65.9,0,27.0,0,29.0,53.1,61.8,
2002-09-29,2002,9,29,15,6,1,5,10,0,3,12,21.2,26.8,17.6,68.6,0,27.0,0,25.7,47.8,72.8,
2002-09-30,2002,9,30,10,4,2,6,4,1,1,8,22.2,24.9,19.7,67.7,0,27.0,0,33.3,68.2,65.6,
2002-10-01,2002,10,1,14,5,4,5,9,0,3,11,20.4,23.2,17.9,66.3,0,27.0,0,30.5,73.3,71.4,
2002-10-02,2002,10,2,18,8,2,11,7,0,2,16,17.1,18.7,15.8,86.4,0,27.0,0,22.2,65.9,61.5,
2002-10-03,2002,10,3,8,4,0,4,4,0,0,8,19.0,21.3,16.7,79.5,0,27.0,0,30.3,71.0,61.7,
2002-10-04,2002,10,4,15,3,4,6,9,0,5,10,20.5,24.6,17.7,73.3,0,27.0,0,40.8,79.8,50.8,
2002-10-05,2002,10,5,13,5,2,5,8,0,1,12,20.3,26.3,16.2,67.4,0,41.6,0,36.1,69.1,53.1,
2002-10-06,2002,10,6,21,7,3,7,14,0,2,19,21.0,27.2,16.1,68.2,0,41.6,0,26.2,59.9,55.0,
2002-10-07,2002,10,7,9,5,1,5,4,0,3,6,20.0,26.6,13.8,64.2,0,41.6,0,37.8,72.1,45.7,
2002-10-08,2002,10,8,11,4,2,5,6,0,5,6,18.9,22.5,15.4,80.5,0,41.6,0,54.1,68.1,48.0,
2002-10-09,2002,10,9,14,2,0,8,6,0,5,9,20.0,24.1,17.7,66.9,1,41.6,0,21.6,31.3,43.8,
2002-10-10,2002,10,10,13,5,1,8,5,1,1,11,14.9,17.8,12.9,51.1,0,41.6,0,27.4,41.6,46.6,
2002-10-11,2002,10,11,15,5,1,10,5,0,4,11,19.0,25.0,14.3,42.2,0,41.6,0,21.4,60.1,41.1,
2002-10-12,2002,10,12,19,6,3,9,10,0,6,13,21.7,28.8,15.4,47.8,1,27.7,0,19.7,53.1,41.7,
2002-10-13,2002,10,13,14,6,1,7,7,0,2,12,21.6,29.3,15.2,56.7,0,27.7,1,18.7,48.1,42.2,
2002-10-14,2002,10,14,14,7,0,7,7,0,0,14,20.6,27.6,15.0,71.0,0,27.7,1,35.8,79.3,37.0,
2002-10-15,2002,10,15,11,4,1,4,7,0,3,8,21.5,28.6,17.1,63.6,0,27.7,1,39.3,77.8,37.1,
2002-10-16,2002,10,16,15,4,2,8,7,0,5,10,21.9,26.8,18.1,58.7,0,27.7,0,32.0,61.2,34.7,
2002-10-17,2002,10,17,15,5,1,8,7,0,1,14,20.8,24.0,17.8,43.6,0,27.7,0,41.9,58.4,37.6,
2002-10-18,2002,10,18,19,8,1,7,12,0,2,17,16.6,21.9,11.8,55.0,0,27.7,0,31.3,81.3,36.9,
2002-10-19,2002,10,19,10,1,1,4,6,0,1,9,17.3,22.2,13.2,67.0,0,53.6,0,22.7,67.4,40.8,
2002-10-20,2002,10,20,13,5,2,5,8,0,3,10,17.2,21.5,13.9,75.9,0,53.6,0,18.5,55.5,44.1,
2002-10-21,2002,10,21,18,6,1,5,13,0,2,16,20.3,26.3,16.3,70.5,0,53.6,0,41.9,60.2,42.7,
2002-10-22,2002,10,22,15,2,2,7,8,1,2,12,20.6,24.2,17.7,48.9,0,53.6,0,37.9,54.8,44.8,
2002-10-23,2002,10,23,23,11,3,10,13,0,1,22,20.6,24.9,17.4,48.3,0,53.6,0,35.2,56.7,40.8,
2002-10-24,2002,10,24,16,3,4,6,10,0,1,15,17.6,21.6,13.8,55.2,0,53.6,0,31.3,68.1,43.3,
2002-10-25,2002,10,25,14,7,1,10,4,0,1,13,20.8,27.4,15.2,49.9,0,53.6,0,29.9,60.6,36.9,
2002-10-26,2002,10,26,23,10,4,12,11,0,3,20,20.3,27.2,15.1,57.6,0,24.3,0,25.2,74.0,35.1,
2002-10-27,2002,10,27,13,3,4,6,7,0,3,10,18.5,25.2,12.8,71.9,0,24.3,0,22.6,67.7,38.1,
2002-10-28,2002,10,28,12,1,4,6,6,0,1,11,17.4,22.2,12.3,75.6,0,24.3,0,39.7,79.3,30.2,
2002-10-29,2002,10,29,18,7,1,7,11,0,5,13,16.9,22.8,11.3,72.4,0,24.3,0,44.7,68.9,31.4,
2002-10-30,2002,10,30,20,8,2,9,11,0,2,18,17.0,21.0,13.2,77.0,0,24.3,0,40.5,75.7,31.2,
2002-10-31,2002,10,31,11,3,0,6,5,0,3,8,17.7,23.3,13.8,62.0,0,24.3,0,28.6,71.9,26.7,
2002-11-01,2002,11,1,17,6,0,8,9,0,3,14,16.9,24.6,11.3,65.9,1,24.3,0,18.5,57.6,29.8,
2002-11-02,2002,11,2,17,8,1,7,10,0,3,14,17.7,23.5,12.4,59.4,0,36.7,0,24.0,63.3,27.4,
2002-11-03,2002,11,3,13,4,1,9,4,1,3,9,21.9,27.2,16.7,52.4,0,36.7,0,17.8,44.4,28.5,
2002-11-04,2002,11,4,19,7,3,9,10,0,2,17,18.3,21.1,15.8,58.7,0,36.7,0,32.8,66.4,24.8,
2002-11-05,2002,11,5,12,3,0,6,6,0,2,10,16.0,21.7,12.1,54.0,0,36.7,0,38.9,82.2,26.9,
2002-11-06,2002,11,6,13,4,2,5,8,0,4,9,15.2,22.1,9.0,62.0,0,36.7,0,38.2,84.3,25.0,
2002-11-07,2002,11,7,14,3,3,6,8,0,2,12,15.9,18.9,12.7,43.2,0,36.7,0,100.7,47.8,24.9,
2002-11-08,2002,11,8,19,7,5,11,8,1,1,17,16.0,18.5,14.1,45.5,0,36.7,0,40.9,66.8,27.0,
2002-11-09,2002,11,9,18,7,1,8,10,0,3,15,18.6,22.5,15.6,42.0,0,22.4,0,34.0,58.7,24.7,
2002-11-10,2002,11,10,21,8,2,14,7,0,1,20,20.9,27.1,15.1,47.4,0,22.4,0,19.8,53.6,24.0,
2002-11-11,2002,11,11,20,6,4,11,9,0,3,17,19.4,24.2,16.2,45.9,0,22.4,0,33.5,59.4,29.5,
2002-11-12,2002,11,12,8,0,3,3,5,0,1,7,18.3,24.2,13.7,57.0,0,22.4,0,41.6,72.1,26.5,
2002-11-13,2002,11,13,25,9,4,12,13,0,4,21,17.7,22.5,13.1,53.6,0,22.4,0,36.8,61.2,25.0,
2002-11-14,2002,11,14,22,6,3,9,13,0,4,18,14.4,16.4,13.1,69.4,0,22.4,0,22.5,60.1,37.3,
2002-11-15,2002,11,15,18,4,2,5,13,0,2,16,11.9,13.1,11.2,75.5,0,22.4,0,30.7,62.7,36.9,
2002-11-16,2002,11,16,19,5,0,6,13,0,5,14,11.4,15.6,7.6,65.5,0,72.3,0,19.9,48.2,32.3,
2002-11-17,2002,11,17,14,5,2,5,9,0,2,12,13.0,18.7,7.9,57.7,0,72.3,0,9.0,37.2,28.7,
2002-11-18,2002,11,18,15,6,1,10,5,0,4,11,11.8,17.1,7.5,60.6,0,72.3,0,28.2,50.2,32.9,
2002-11-19,2002,11,19,13,5,2,8,5,0,1,12,15.5,20.8,12.2,62.3,0,72.3,0,24.2,60.7,25.9,
2002-11-20,2002,11,20,19,8,4,12,7,1,3,15,13.8,16.5,11.3,60.8,0,72.3,0,20.0,54.1,28.9,
2002-11-21,2002,11,21,20,6,4,9,11,0,3,17,13.7,20.7,8.1,57.6,0,72.3,0,50.7,48.6,29.7,
2002-11-22,2002,11,22,15,5,0,6,9,0,4,11,15.1,18.4,12.6,53.7,0,72.3,0,27.9,55.8,28.5,
2002-11-23,2002,11,23,7,3,0,4,3,0,1,6,14.0,18.9,9.7,67.4,0,70.1,0,24.7,57.3,28.6,
2002-11-24,2002,11,24,17,8,1,8,9,0,4,13,12.1,13.3,10.9,81.8,0,70.1,0,13.3,52.1,29.2,
2002-11-25,2002,11,25,10,6,0,8,2,0,1,9,11.2,15.4,7.8,67.2,0,70.1,0,23.0,65.4,25.2,
2002-11-26,2002,11,26,14,5,0,9,5,0,2,12,12.5,18.8,8.1,60.0,0,70.1,0,24.2,53.7,26.0,
2002-11-27,2002,11,27,22,8,3,10,12,0,2,20,14.5,20.4,10.1,59.1,0,70.1,0,22.7,53.1,22.9,
2002-11-28,2002,11,28,19,6,4,10,9,1,2,16,16.9,20.8,14.2,60.9,0,70.1,0,24.9,55.5,24.7,
2002-11-29,2002,11,29,11,3,3,7,4,0,2,9,13.1,15.9,9.6,49.2,0,70.1,0,34.1,55.8,23.7,
2002-11-30,2002,11,30,16,7,2,10,6,0,3,13,13.1,16.9,8.4,49.9,0,44.6,0,19.7,55.7,24.0,
2002-12-01,2002,12,1,19,8,0,9,10,0,6,13,14.5,17.1,11.3,56.4,0,44.6,0,11.6,38.3,25.3,
2002-12-02,2002,12,2,19,5,2,7,12,0,2,17,14.5,18.0,11.1,55.6,0,44.6,0,23.1,58.8,25.6,
2002-12-03,2002,12,3,19,5,3,9,10,0,2,17,13.3,15.7,11.1,47.4,0,44.6,0,25.8,50.5,24.8,
2002-12-04,2002,12,4,14,7,2,4,10,0,1,13,15.7,20.3,12.1,47.8,0,44.6,0,30.5,45.4,26.6,
2002-12-05,2002,12,5,17,11,2,7,10,0,1,16,13.8,16.2,10.4,37.4,0,44.6,0,70.6,40.9,27.5,
2002-12-06,2002,12,6,12,5,1,5,7,0,3,9,11.0,16.7,7.6,45.5,1,44.6,0,18.7,43.5,31.2,
2002-12-07,2002,12,7,27,4,2,10,17,1,2,24,10.6,15.4,6.9,56.5,0,78.7,0,21.7,58.0,30.3,
2002-12-08,2002,12,8,19,8,2,10,9,2,3,14,11.1,13.1,9.8,60.8,0,78.7,0,20.5,67.7,28.5,
2002-12-09,2002,12,9,16,8,1,6,10,0,3,13,10.3,14.7,6.0,68.4,0,78.7,0,32.6,76.0,28.2,
2002-12-10,2002,12,10,17,4,6,11,6,0,3,14,10.5,14.3,7.8,86.3,0,78.7,0,47.3,71.2,22.4,
2002-12-11,2002,12,11,14,1,0,8,6,0,3,11,11.2,16.2,5.9,70.7,0,78.7,0,42.2,64.3,20.0,
2002-12-12,2002,12,12,20,5,3,9,11,0,3,17,11.5,16.8,7.9,66.5,0,78.7,0,30.1,59.7,18.7,
2002-12-13,2002,12,13,20,9,2,10,10,1,2,17,9.7,15.3,3.8,70.9,0,78.7,0,26.9,63.0,17.0,
2002-12-14,2002,12,14,11,5,2,4,7,0,1,10,13.1,16.8,9.7,72.3,0,108.3,0,25.2,54.1,13.3,
2002-12-15,2002,12,15,11,7,1,7,4,0,1,10,14.4,17.9,12.5,51.7,0,108.3,0,18.2,46.0,18.2,
2002-12-16,2002,12,16,19,4,3,7,12,0,4,15,9.9,15.9,5.2,67.6,0,108.3,0,35.2,69.6,17.0,
2002-12-17,2002,12,17,19,7,2,13,6,0,1,18,13.4,19.2,7.3,71.1,0,108.3,0,50.5,73.9,15.4,
2002-12-18,2002,12,18,20,10,1,8,12,0,3,17,17.6,19.9,16.0,67.2,0,108.3,0,37.2,50.8,14.9,
2002-12-19,2002,12,19,18,7,5,9,9,0,1,17,12.7,13.3,12.0,87.9,0,108.3,0,17.5,38.9,16.0,
2002-12-20,2002,12,20,22,4,3,11,11,0,3,19,12.4,13.9,10.9,82.7,0,108.3,0,28.2,62.9,19.3,
2002-12-21,2002,12,21,23,4,6,14,9,0,3,20,13.2,16.7,11.4,78.6,0,99.6,0,32.4,53.8,15.6,
2002-12-22,2002,12,22,17,4,0,7,10,0,4,13,11.4,18.2,7.2,76.0,0,99.6,0,26.0,51.9,18.0,
2002-12-23,2002,12,23,14,4,2,8,6,1,2,11,13.4,21.7,6.5,69.6,0,99.6,0,47.2,68.8,15.6,
2002-12-24,2002,12,24,9,4,1,4,5,0,1,8,16.4,19.3,14.1,53.9,0,99.6,0,28.2,46.5,15.8,
2002-12-25,2002,12,25,20,5,4,12,8,0,2,18,17.4,19.9,14.9,58.9,1,99.6,0,12.4,28.6,16.4,
2002-12-26,2002,12,26,14,7,1,8,6,0,3,11,17.1,18.2,16.4,57.9,0,99.6,0,23.7,45.9,22.7,
2002-12-27,2002,12,27,14,4,1,6,8,0,2,12,13.4,15.8,11.0,64.0,0,99.6,0,24.5,51.2,20.2,
2002-12-28,2002,12,28,23,6,5,14,9,0,3,20,14.5,18.3,11.4,46.8,0,97.6,0,15.4,39.5,23.8,
2002-12-29,2002,12,29,17,6,3,5,12,0,1,16,13.0,19.2,8.6,46.6,0,97.6,0,13.9,48.7,28.0,
2002-12-30,2002,12,30,19,5,6,7,12,0,3,16,13.7,16.5,10.2,52.7,0,97.6,0,24.9,54.3,25.1,
2002-12-31,2002,12,31,24,6,3,10,14,0,4,20,14.4,19.7,11.3,46.0,0,97.6,0,15.8,37.3,30.3,
2003-01-01,2003,1,1,25,8,4,15,10,0,6,19,13.6,16.4,11.0,58.9,1,57.1,0,16.3,25.2,30.5,0
2003-01-02,2003,1,2,17,5,2,10,7,0,2,15,16.2,18.3,13.6,59.2,0,57.1,0,20.4,40.1,35.7,0
2003-01-03,2003,1,3,16,6,1,8,8,0,2,14,17.6,20.6,16.0,49.8,0,57.1,0,24.5,45.7,30.0,0
2003-01-04,2003,1,4,17,5,2,12,5,0,4,13,14.4,18.3,12.0,51.5,0,110.1,0,20.0,47.1,36.0,0
2003-01-05,2003,1,5,31,10,3,15,16,0,5,26,11.0,12.6,8.2,63.4,0,110.1,0,16.0,44.6,33.6,0
2003-01-06,2003,1,6,17,7,4,6,11,0,2,15,12.1,14.4,9.4,52.4,1,110.1,0,23.7,29.6,33.0,0
2003-01-07,2003,1,7,16,5,3,5,11,0,2,14,10.9,14.1,7.8,46.1,0,110.1,0,26.9,49.1,37.2,0
2003-01-08,2003,1,8,14,5,2,5,9,0,4,10,13.1,15.7,11.8,50.8,0,110.1,0,22.0,48.4,37.4,0
2003-01-09,2003,1,9,19,5,3,7,12,0,2,17,8.8,11.5,7.4,61.0,0,110.1,0,21.0,56.8,35.3,0
2003-01-10,2003,1,10,18,7,1,9,9,0,1,17,7.5,10.2,5.5,59.6,0,110.1,0,18.6,48.2,39.4,0
2003-01-11,2003,1,11,7,2,2,2,5,0,1,6,4.8,9.1,-0.6,55.3,0,147.4,0,26.4,66.2,38.6,0
2003-01-12,2003,1,12,15,5,1,9,6,0,2,13,4.7,11.0,0.7,54.6,0,147.4,0,20.4,51.6,32.6,0
2003-01-13,2003,1,13,22,11,2,9,13,0,3,19,3.8,9.0,-0.5,58.3,0,147.4,0,37.1,75.9,37.8,0
2003-01-14,2003,1,14,22,7,3,8,14,0,5,17,4.2,11.2,-1.4,58.5,0,147.4,0,50.8,91.8,30.7,0
2003-01-15,2003,1,15,29,13,5,16,13,0,6,23,4.8,12.4,-1.1,54.2,0,147.4,0,43.4,85.5,26.8,0
2003-01-16,2003,1,16,20,6,2,7,13,0,3,17,5.5,12.4,-0.1,59.0,0,147.4,0,31.6,70.0,24.6,0
2003-01-17,2003,1,17,12,4,2,6,6,0,1,11,7.3,13.3,1.7,55.3,0,147.4,0,39.2,70.1,20.8,0
2003-01-18,2003,1,18,28,10,5,12,16,0,4,24,8.7,13.6,4.2,56.4,0,162.7,0,44.6,50.0,22.2,0
2003-01-19,2003,1,19,19,5,4,10,9,0,2,17,12.8,16.3,10.6,50.7,0,162.7,0,27.8,38.5,28.8,0
2003-01-20,2003,1,20,18,6,0,8,10,0,1,17,11.6,13.8,9.0,48.5,0,162.7,0,28.5,54.4,28.0,0
2003-01-21,2003,1,21,18,4,3,9,9,1,1,16,14.2,18.0,11.7,50.2,0,162.7,0,51.6,47.2,31.5,0
2003-01-22,2003,1,22,21,8,3,9,12,0,6,15,13.2,15.3,10.7,52.7,1,162.7,0,19.3,42.7,34.0,0
2003-01-23,2003,1,23,18,6,0,6,12,0,1,17,12.3,16.1,9.7,46.4,0,162.7,0,30.7,53.6,40.4,0
2003-01-24,2003,1,24,20,10,3,7,13,0,4,16,11.4,18.3,7.3,37.2,0,162.7,0,41.1,82.0,40.4,0
2003-01-25,2003,1,25,23,7,3,12,11,0,8,15,9.3,16.3,2.8,36.6,0,211.0,0,44.3,78.1,38.6,0
2003-01-26,2003,1,26,16,3,3,6,10,0,4,12,11.7,18.4,2.1,40.4,0,211.0,0,20.2,62.0,42.6,0
2003-01-27,2003,1,27,13,4,3,5,8,0,4,9,15.0,21.7,8.4,57.1,0,211.0,0,68.7,101.3,33.1,0
2003-01-28,2003,1,28,28,11,11,11,17,0,3,25,15.3,25.1,8.1,48.7,0,211.0,0,61.3,80.6,31.3,0
2003-01-29,2003,1,29,18,10,3,16,2,1,3,14,11.2,15.9,5.3,40.9,0,211.0,0,51.4,50.6,29.9,0
2003-01-30,2003,1,30,17,8,3,8,9,0,2,15,9.6,12.6,6.6,38.5,0,211.0,0,53.1,41.6,34.1,0
2003-01-31,2003,1,31,22,10,2,8,14,0,3,19,7.2,10.3,3.2,29.2,0,211.0,0,,34.4,36.6,0
2003-02-01,2003,2,1,17,3,3,7,10,1,4,12,7.7,13.4,2.8,37.7,0,163.1,0,18.5,44.5,38.8,0
2003-02-02,2003,2,2,21,13,1,10,11,0,3,18,11.8,18.1,5.9,43.3,0,163.1,0,21.0,53.5,42.8,0
2003-02-03,2003,2,3,20,8,3,10,10,0,4,16,13.0,20.7,5.9,49.4,0,163.1,0,31.5,64.3,44.0,0
2003-02-04,2003,2,4,24,11,2,7,17,0,4,20,14.0,18.2,11.4,46.5,0,163.1,0,67.1,47.3,41.5,0
2003-02-05,2003,2,5,18,9,2,8,10,0,3,15,12.2,15.6,7.7,37.0,0,163.1,0,32.2,54.1,51.2,0
2003-02-06,2003,2,6,18,6,4,8,10,0,3,15,9.9,14.9,6.6,56.4,0,163.1,0,34.6,81.6,46.0,0
2003-02-07,2003,2,7,15,4,1,6,9,0,3,12,9.0,13.5,5.0,71.6,0,163.1,0,38.3,76.1,39.8,0
2003-02-08,2003,2,8,16,5,2,6,10,0,4,12,9.3,10.3,8.4,83.9,0,177.4,0,30.6,61.1,38.1,0
2003-02-09,2003,2,9,20,10,1,11,9,1,2,17,9.2,17.2,2.9,69.1,0,177.4,0,20.9,67.5,37.6,0
2003-02-10,2003,2,10,17,7,4,11,6,0,0,17,10.1,11.6,9.3,67.9,0,177.4,0,34.2,85.1,37.8,0
2003-02-11,2003,2,11,19,5,3,10,9,0,3,16,9.7,16.7,3.1,67.0,0,177.4,0,45.1,79.7,35.0,0
2003-02-12,2003,2,12,19,7,4,13,6,0,0,19,10.7,13.4,8.9,72.4,0,177.4,0,50.2,76.9,34.3,0
2003-02-13,2003,2,13,21,5,1,11,10,0,3,18,9.8,11.0,8.4,73.0,0,177.4,0,26.3,56.8,34.1,0
2003-02-14,2003,2,14,22,6,0,8,14,0,2,20,8.7,11.8,5.6,64.2,0,177.4,0,32.7,69.3,31.2,0
2003-02-15,2003,2,15,21,6,6,11,10,0,3,18,4.7,5.4,3.6,83.3,0,158.4,0,17.2,47.1,27.7,0
2003-02-16,2003,2,16,16,8,0,10,6,0,1,15,8.6,12.9,3.3,56.6,0,158.4,0,18.8,43.5,32.1,0
2003-02-17,2003,2,17,16,4,3,5,11,0,0,16,7.0,10.8,2.6,35.2,0,158.4,0,28.6,61.1,33.1,0
2003-02-18,2003,2,18,22,9,2,11,11,1,4,17,4.2,6.6,0.6,50.9,0,158.4,0,37.9,70.2,34.9,0
2003-02-19,2003,2,19,19,7,2,7,12,0,2,17,3.9,5.6,2.2,85.8,0,158.4,0,31.9,67.1,36.9,0
2003-02-20,2003,2,20,22,9,4,6,16,1,4,17,9.9,14.7,5.3,59.4,0,158.4,0,29.4,61.9,40.4,0
2003-02-21,2003,2,21,12,2,1,4,8,1,3,8,8.7,15.0,3.3,65.7,0,158.4,0,29.6,69.1,34.5,0
2003-02-22,2003,2,22,17,8,2,5,12,0,2,15,10.2,13.6,7.4,77.1,0,171.9,0,23.8,59.3,34.0,0
2003-02-23,2003,2,23,21,7,5,11,10,0,3,18,11.3,13.9,9.1,85.3,0,171.9,0,27.1,59.8,37.5,0
2003-02-24,2003,2,24,21,12,1,11,10,0,6,15,11.1,12.7,10.6,82.3,0,171.9,0,32.4,58.8,38.0,1
2003-02-25,2003,2,25,19,10,2,6,13,0,2,17,11.2,13.3,8.9,89.1,0,171.9,0,39.5,50.8,38.6,1
2003-02-26,2003,2,26,20,11,2,9,11,0,2,18,12.8,16.2,9.6,64.3,0,171.9,0,32.2,57.2,38.9,1
2003-02-27,2003,2,27,17,8,3,11,6,0,5,12,11.9,13.8,10.0,71.2,0,171.9,0,29.7,73.0,37.0,0
2003-02-28,2003,2,28,30,11,5,16,14,0,6,24,11.6,18.1,6.7,61.6,0,171.9,0,39.0,77.3,33.2,0
2003-03-01,2003,3,1,13,6,4,5,8,0,2,11,14.4,20.8,6.8,58.2,0,90.0,0,37.0,55.7,33.7,0
2003-03-02,2003,3,2,13,3,2,9,4,0,4,9,16.3,19.3,13.0,52.8,0,90.0,0,18.9,34.4,33.5,0
2003-03-03,2003,3,3,19,8,1,11,8,0,3,16,18.4,23.8,13.6,51.8,0,90.0,0,29.0,40.2,31.8,0
2003-03-04,2003,3,4,17,3,1,8,9,0,3,14,16.3,22.1,11.3,57.0,0,90.0,0,35.2,60.0,26.7,0
2003-03-05,2003,3,5,17,5,5,7,10,0,2,15,12.0,16.3,7.6,77.8,0,90.0,0,36.2,60.2,32.7,0
2003-03-06,2003,3,6,22,8,3,11,11,1,5,16,14.2,20.2,9.7,65.4,0,90.0,0,36.6,62.7,27.9,0
2003-03-07,2003,3,7,18,6,2,10,8,0,0,18,12.5,17.4,7.7,74.1,0,90.0,0,46.4,65.3,27.2,0
2003-03-08,2003,3,8,19,4,2,10,9,0,3,16,12.8,14.8,11.3,81.1,0,75.6,0,33.7,50.8,32.8,0
2003-03-09,2003,3,9,14,6,1,3,11,0,5,9,12.1,19.2,5.7,72.9,0,75.6,0,32.1,48.8,33.8,0
2003-03-10,2003,3,10,17,7,4,9,8,0,4,13,11.4,16.8,6.4,76.9,0,75.6,0,35.5,64.2,36.7,0
2003-03-11,2003,3,11,17,5,0,7,10,1,4,12,11.3,17.3,6.0,75.5,0,75.6,0,41.6,74.1,39.4,0
2003-03-12,2003,3,12,19,5,4,9,10,0,4,15,11.3,18.3,4.3,76.3,0,75.6,0,37.7,69.2,45.0,1
2003-03-13,2003,3,13,23,11,0,13,10,0,3,20,11.4,15.0,8.8,82.8,0,75.6,0,50.6,64.5,48.7,1
2003-03-14,2003,3,14,15,5,0,7,8,0,3,12,12.5,16.0,8.6,76.8,0,75.6,0,49.7,66.2,51.2,1
2003-03-15,2003,3,15,21,9,3,14,7,0,4,17,13.1,15.2,12.3,78.4,0,49.4,0,32.9,53.8,55.0,1
2003-03-16,2003,3,16,19,8,3,10,9,0,2,17,12.2,14.5,11.1,61.3,0,49.4,0,29.1,43.5,58.4,0
2003-03-17,2003,3,17,12,5,1,4,8,0,3,9,9.4,14.0,6.4,67.3,0,49.4,0,32.3,65.3,60.2,0
2003-03-18,2003,3,18,21,9,3,11,10,0,6,15,9.9,15.7,5.2,50.4,0,49.4,0,31.6,77.2,62.7,1
2003-03-19,2003,3,19,15,6,3,3,12,0,2,13,9.0,15.9,4.0,56.8,1,49.4,0,33.5,54.8,67.6,0
2003-03-20,2003,3,20,16,3,7,5,11,0,4,12,11.9,21.0,4.3,49.9,0,49.4,0,39.2,88.8,66.9,0
2003-03-21,2003,3,21,20,7,3,10,10,0,3,17,11.1,17.2,5.8,48.5,0,49.4,0,37.3,82.3,67.5,0
2003-03-22,2003,3,22,8,5,0,2,6,0,2,6,11.0,13.9,8.7,67.0,0,75.6,0,33.5,56.6,70.5,1
2003-03-23,2003,3,23,17,7,1,10,7,1,3,13,12.5,15.6,9.6,74.1,0,75.6,0,28.1,36.9,75.1,1
2003-03-24,2003,3,24,21,10,2,9,12,1,1,19,11.8,18.1,5.8,71.9,0,75.6,0,32.4,72.7,73.0,1
2003-03-25,2003,3,25,20,6,1,10,10,1,3,16,10.5,15.0,6.3,65.1,0,75.6,0,33.6,80.0,73.4,1
2003-03-26,2003,3,26,24,8,3,14,10,0,6,18,11.8,17.2,6.6,74.7,0,75.6,0,37.6,70.9,74.4,1
2003-03-27,2003,3,27,22,9,1,11,11,0,9,13,12.9,15.5,11.3,79.3,0,75.6,0,26.5,41.0,69.6,1
2003-03-28,2003,3,28,16,4,2,7,9,0,4,12,15.9,20.8,11.8,61.3,0,75.6,0,25.5,54.4,66.0,0
2003-03-29,2003,3,29,20,4,1,9,11,1,3,16,14.4,19.5,10.8,68.5,0,49.3,0,28.2,55.9,64.1,0
2003-03-30,2003,3,30,19,7,0,12,7,0,3,16,14.0,16.3,12.2,87.9,0,49.3,0,16.5,33.2,63.7,0
2003-03-31,2003,3,31,14,11,1,7,7,0,4,10,13.8,15.3,12.2,84.3,0,49.3,0,37.0,59.9,53.0,0
